sentence,tokens,tags,tag_ids,true_idioms,language
"Das Gespräch zwischen den beiden ergibt, dass noch eine weitere Schwester existiert, Cammie, und dass Cammie oft über Nacht im Haus ihrer Freundin Sheila bleibt.","[""Das "", ""Gespr\u00e4ch "", ""zwischen "", ""den "", ""beiden "", ""ergibt"", "", "", ""dass "", ""noch "", ""eine "", ""weitere "", ""Schwester "", ""existiert"", "", "", ""Cammie"", "", "", ""und "", ""dass "", ""Cammie "", ""oft "", ""\u00fcber "", ""Nacht "", ""im "", ""Haus "", ""ihrer "", ""Freundin "", ""Sheila "", ""bleibt"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],german
"Außerdem ist er einer der Unterstützer der Kampagne ""Justice for Andrew Jones"", die zum Ziel hat, die Mörder eines Jugendlichen vor Gericht zu bringen, der 2003 in Liverpool auf offener Straße zu Tode geprügelt wurde.","[""Au\u00dferdem "", ""ist "", ""er "", ""einer "", ""der "", ""Unterst\u00fctzer "", ""der "", ""Kampagne "", ""\"""", ""Justice "", ""for "", ""Andrew "", ""Jones"", ""\"""", "", "", ""die "", ""zum "", ""Ziel "", ""hat"", "", "", ""die "", ""M\u00f6rder "", ""eines "", ""Jugendlichen "", ""vor "", ""Gericht "", ""zu "", ""bringen"", "", "", ""der "", ""2003 "", ""in "", ""Liverpool "", ""auf "", ""offener "", ""Stra\u00dfe "", ""zu "", ""Tode "", ""gepr\u00fcgelt "", ""wurde"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""O"", ""O"", ""O"", ""O"", ""O""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0]","[""auf offener Stra\u00dfe""]",german
Durch den Wind wurden 27 Häuser in der Region zerstört.,"[""Durch "", ""den "", ""Wind "", ""wurden "", ""27 "", ""H\u00e4user "", ""in "", ""der "", ""Region "", ""zerst\u00f6rt"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],german
"Der vormalige „Lieblingsgeneral des Führers“ war bei Hitler in Ungnade gefallen, weil er kritische Lagevorträge zur Situation an der Westfront gehalten hatte.","[""Der "", ""vormalige "", ""\u201e"", ""Lieblingsgeneral "", ""des "", ""F\u00fchrers"", ""\u201c "", ""war "", ""bei "", ""Hitler "", ""in "", ""Ungnade "", ""gefallen"", "", "", ""weil "", ""er "", ""kritische "", ""Lagevortr\u00e4ge "", ""zur "", ""Situation "", ""an "", ""der "", ""Westfront "", ""gehalten "", ""hatte"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""in Ungnade gefallen""]",german
"Als auch eine jüdische Nachbarin zu Tode kommt, beschließt Anna, auch aktiven Widerstand zu betreiben.","[""Als "", ""auch "", ""eine "", ""j\u00fcdische "", ""Nachbarin "", ""zu "", ""Tode "", ""kommt"", "", "", ""beschlie\u00dft "", ""Anna"", "", "", ""auch "", ""aktiven "", ""Widerstand "", ""zu "", ""betreiben"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""zu Tode kommt""]",german
"Dadurch ist es Finanzinstituten weltweit möglich, ihren elektronischen Zahlungsverkehr in Franken und Euro mit der Schweiz rund um die Uhr in Echtzeit abzuwickeln.","[""Dadurch "", ""ist "", ""es "", ""Finanzinstituten "", ""weltweit "", ""m\u00f6glich"", "", "", ""ihren "", ""elektronischen "", ""Zahlungsverkehr "", ""in "", ""Franken "", ""und "", ""Euro "", ""mit "", ""der "", ""Schweiz "", ""rund "", ""um "", ""die "", ""Uhr "", ""in "", ""Echtzeit "", ""abzuwickeln"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""O"", ""O"", ""O"", ""O""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0]","[""rund um die Uhr""]",german
"In der Episode beginnt der „Mann in Schwarz“ (Terry O’Quinn) seinen Plan zur Zerstörung der Insel in die Tat umzusetzen, während Jack Shephard (Matthew Fox) versucht, ihn ein für alle Mal aufzuhalten.","[""In "", ""der "", ""Episode "", ""beginnt "", ""der "", ""\u201e"", ""Mann "", ""in "", ""Schwarz"", ""\u201c "", ""("", ""Terry "", ""O"", ""\u2019"", ""Quinn"", "") "", ""seinen "", ""Plan "", ""zur "", ""Zerst\u00f6rung "", ""der "", ""Insel "", ""in "", ""die "", ""Tat "", ""umzusetzen"", "", "", ""w\u00e4hrend "", ""Jack "", ""Shephard "", ""("", ""Matthew "", ""Fox"", "") "", ""versucht"", "", "", ""ihn "", ""ein "", ""f\u00fcr "", ""alle "", ""Mal "", ""aufzuhalten"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""O"", ""O""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0]","[""ein f\u00fcr alle Mal""]",german
Oftmals wurde die Kohle über Nacht gestohlen.,"[""Oftmals "", ""wurde "", ""die "", ""Kohle "", ""\u00fcber "", ""Nacht "", ""gestohlen"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[0, 0, 0, 0, 0, 0, 0, 0]",[],german
"Die BusinessWeek publiziert jedes Jahr eine Liste der besten und aussichtsreichsten Studienprogramme, die Designdenken mit Wirtschaftsdenken verknüpfen (D-schools 2009 und D-school Programme 2009, die man im Auge behalten sollte).","[""Die "", ""BusinessWeek "", ""publiziert "", ""jedes "", ""Jahr "", ""eine "", ""Liste "", ""der "", ""besten "", ""und "", ""aussichtsreichsten "", ""Studienprogramme"", "", "", ""die "", ""Designdenken "", ""mit "", ""Wirtschaftsdenken "", ""verkn\u00fcpfen "", ""("", ""D-schools "", ""2009 "", ""und "", ""D-school "", ""Programme "", ""2009"", "", "", ""die "", ""man "", ""im "", ""Auge "", ""behalten "", ""sollte"", "")"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""O"", ""O"", ""O""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0]","[""im Auge behalten""]",german
"Daraufhin sagt Sarah, dass Jonathon ihre große Liebe sei.","[""Daraufhin "", ""sagt "", ""Sarah"", "", "", ""dass "", ""Jonathon "", ""ihre "", ""gro\u00dfe "", ""Liebe "", ""sei"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""O"", ""O""]","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]","[""gro\u00dfe Liebe""]",german
"Wie dem auch sei, die Grenze existiert, und eine Ostfront ist geschaffen worden, welche Nazideutschland nicht zu erstürmen wagt.","[""Wie "", ""dem "", ""auch "", ""sei"", "", "", ""die "", ""Grenze "", ""existiert"", "", "", ""und "", ""eine "", ""Ostfront "", ""ist "", ""geschaffen "", ""worden"", "", "", ""welche "", ""Nazideutschland "", ""nicht "", ""zu "", ""erst\u00fcrmen "", ""wagt"", "".""]","[""B-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Wie dem auch sei""]",german
"Die Mutter besucht ihre Tochter nur ab und zu, aber während einer dieser Gelegenheiten kommt ihr die Idee, ihre Tochter sei ein potenzielles Fotomodell.","[""Die "", ""Mutter "", ""besucht "", ""ihre "", ""Tochter "", ""nur "", ""ab "", ""und "", ""zu"", "", "", ""aber "", ""w\u00e4hrend "", ""einer "", ""dieser "", ""Gelegenheiten "", ""kommt "", ""ihr "", ""die "", ""Idee"", "", "", ""ihre "", ""Tochter "", ""sei "", ""ein "", ""potenzielles "", ""Fotomodell"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""ab und zu""]",german
Wohl oder übel muss Beppi jetzt ernster genommen werden als bisher.,"[""Wohl "", ""oder "", ""\u00fcbel "", ""muss "", ""Beppi "", ""jetzt "", ""ernster "", ""genommen "", ""werden "", ""als "", ""bisher"", "".""]","[""B-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""Wohl oder \u00fcbel""]",german
Christian trauerte lange seiner großen Liebe nach.,"[""Christian "", ""trauerte "", ""lange "", ""seiner "", ""gro\u00dfen "", ""Liebe "", ""nach"", "".""]","[""O"", ""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""O"", ""O""]","[0, 0, 0, 0, 1, 2, 0, 0]","[""gro\u00dfen Liebe""]",german
"Das Feuer war bis 21:00 Uhr (00:00 UTC 3. September) außer Kontrolle geraten, es gab große Flammen und gelegentliche Explosionen, und wurde von Feuerwehrleuten aus vier Sektoren bekämpft.","[""Das "", ""Feuer "", ""war "", ""bis "", ""21:00 "", ""Uhr "", ""("", ""00:00 "", ""UTC "", ""3. "", ""September"", "") "", ""au\u00dfer "", ""Kontrolle "", ""geraten"", "", "", ""es "", ""gab "", ""gro\u00dfe "", ""Flammen "", ""und "", ""gelegentliche "", ""Explosionen"", "", "", ""und "", ""wurde "", ""von "", ""Feuerwehrleuten "", ""aus "", ""vier "", ""Sektoren "", ""bek\u00e4mpft"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""au\u00dfer Kontrolle geraten""]",german
"Oft studierte er mit seinem Vater unter vier Augen, und was er von ihm gehört hatte, schrieb er in sein persönliches Notizbuch.","[""Oft "", ""studierte "", ""er "", ""mit "", ""seinem "", ""Vater "", ""unter "", ""vier "", ""Augen"", "", "", ""und "", ""was "", ""er "", ""von "", ""ihm "", ""geh\u00f6rt "", ""hatte"", "", "", ""schrieb "", ""er "", ""in "", ""sein "", ""pers\u00f6nliches "", ""Notizbuch"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""unter vier Augen""]",german
"Ich danke allen von ganzem Herzen, die mir dies ermöglicht haben.","[""Ich "", ""danke "", ""allen "", ""von "", ""ganzem "", ""Herzen"", "", "", ""die "", ""mir "", ""dies "", ""erm\u00f6glicht "", ""haben"", "".""]","[""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0]","[""von ganzem Herzen""]",german
"Lemon Drop sind sehr ertragreiche Chilipflanzen, in einem Jahr kann eine Pflanze über 100 Früchte tragen.","[""Lemon "", ""Drop "", ""sind "", ""sehr "", ""ertragreiche "", ""Chilipflanzen"", "", "", ""in "", ""einem "", ""Jahr "", ""kann "", ""eine "", ""Pflanze "", ""\u00fcber "", ""100 "", ""Fr\u00fcchte "", ""tragen"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],german
Ein Rettungswagen der Firma MKT ist zudem rund um die Uhr an der FW 8 stationiert.,"[""Ein "", ""Rettungswagen "", ""der "", ""Firma "", ""MKT "", ""ist "", ""zudem "", ""rund "", ""um "", ""die "", ""Uhr "", ""an "", ""der "", ""FW "", ""8 "", ""stationiert"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0]","[""rund um die Uhr""]",german
"Mit verschwindenden Schuldnern und leihunwilligen Banken ist es kein Wunder, dass nach fast drei Jahren mit Niedrigzinsrekorden und massiven Liquiditätsspritzen die Industrieökonomien immer noch so schlecht dastehen.","[""Mit "", ""verschwindenden "", ""Schuldnern "", ""und "", ""leihunwilligen "", ""Banken "", ""ist "", ""es "", ""kein "", ""Wunder"", "", "", ""dass "", ""nach "", ""fast "", ""drei "", ""Jahren "", ""mit "", ""Niedrigzinsrekorden "", ""und "", ""massiven "", ""Liquidit\u00e4tsspritzen "", ""die "", ""Industrie\u00f6konomien "", ""immer "", ""noch "", ""so "", ""schlecht "", ""dastehen"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""kein Wunder""]",german
"Exzellente Produktion- ein richtig fetter Sound; eine Menge Energie und exzellente Lieder, die man nicht mehr aus dem Kopf bekommt.","[""Exzellente "", ""Produktion- "", ""ein "", ""richtig "", ""fetter "", ""Sound"", ""; "", ""eine "", ""Menge "", ""Energie "", ""und "", ""exzellente "", ""Lieder"", "", "", ""die "", ""man "", ""nicht "", ""mehr "", ""aus "", ""dem "", ""Kopf "", ""bekommt"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""O"", ""O""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0]","[""aus dem Kopf""]",german
"Als die Xinhai-Revolution Shaanxi erreichte, wodurch acht Ausländer zu Tode kamen, wurde eine Evakuierung aller Missionare und Ausländer geplant.","[""Als "", ""die "", ""Xinhai-Revolution "", ""Shaanxi "", ""erreichte"", "", "", ""wodurch "", ""acht "", ""Ausl\u00e4nder "", ""zu "", ""Tode "", ""kamen"", "", "", ""wurde "", ""eine "", ""Evakuierung "", ""aller "", ""Missionare "", ""und "", ""Ausl\u00e4nder "", ""geplant"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""zu Tode kamen""]",german
"Am folgenden Tag erklärten zwei führende Mitglieder der jüdischen Gemeinde, dass Jacksons Versuch, ein Lied gegen Diskriminierung zu verfassen, wohl nach hinten losgegangen sei.","[""Am "", ""folgenden "", ""Tag "", ""erkl\u00e4rten "", ""zwei "", ""f\u00fchrende "", ""Mitglieder "", ""der "", ""j\u00fcdischen "", ""Gemeinde"", "", "", ""dass "", ""Jacksons "", ""Versuch"", "", "", ""ein "", ""Lied "", ""gegen "", ""Diskriminierung "", ""zu "", ""verfassen"", "", "", ""wohl "", ""nach "", ""hinten "", ""losgegangen "", ""sei"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""O"", ""O""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0]","[""nach hinten losgegangen""]",german
In den Monaten zuvor war die Umsetzung des Minsker Abkommens wiederholt ins Stocken geraten.,"[""In "", ""den "", ""Monaten "", ""zuvor "", ""war "", ""die "", ""Umsetzung "", ""des "", ""Minsker "", ""Abkommens "", ""wiederholt "", ""ins "", ""Stocken "", ""geraten"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""O""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]","[""ins Stocken geraten""]",german
"Eriksson ist entsetzt, dass ihre Tanten Eva bei diesem Wetter einen so langen Weg haben laufen lassen nur um Kartoffelmehl zu holen.","[""Eriksson "", ""ist "", ""entsetzt"", "", "", ""dass "", ""ihre "", ""Tanten "", ""Eva "", ""bei "", ""diesem "", ""Wetter "", ""einen "", ""so "", ""langen "", ""Weg "", ""haben "", ""laufen "", ""lassen "", ""nur "", ""um "", ""Kartoffelmehl "", ""zu "", ""holen"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],german
"Im Mai 2006 prügelte er sich in Paris auf offener Straße mit zwei jüdischen Teenagern, von denen er einen mit Tränengas besprühte.","[""Im "", ""Mai "", ""2006 "", ""pr\u00fcgelte "", ""er "", ""sich "", ""in "", ""Paris "", ""auf "", ""offener "", ""Stra\u00dfe "", ""mit "", ""zwei "", ""j\u00fcdischen "", ""Teenagern"", "", "", ""von "", ""denen "", ""er "", ""einen "", ""mit "", ""Tr\u00e4nengas "", ""bespr\u00fchte"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""auf offener Stra\u00dfe""]",german
"Der vorherrschende Glaube in NAWSA war, dass der Erfolg in einem großen Staat des Ostens das Zünglein an der Waage für die allgemeine Kampagne sein würde.","[""Der "", ""vorherrschende "", ""Glaube "", ""in "", ""NAWSA "", ""war"", "", "", ""dass "", ""der "", ""Erfolg "", ""in "", ""einem "", ""gro\u00dfen "", ""Staat "", ""des "", ""Ostens "", ""das "", ""Z\u00fcnglein "", ""an "", ""der "", ""Waage "", ""f\u00fcr "", ""die "", ""allgemeine "", ""Kampagne "", ""sein "", ""w\u00fcrde"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0]","[""Z\u00fcnglein an der Waage""]",german
Niemand verschwindet einfach so.,"[""Niemand "", ""verschwindet "", ""einfach "", ""so"", "".""]","[""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""O""]","[0, 0, 1, 2, 0]","[""einfach so""]",german
Die Verwurzelung des Meisters des Aachener Altars in der Kölner Malerei steht außer Frage.,"[""Die "", ""Verwurzelung "", ""des "", ""Meisters "", ""des "", ""Aachener "", ""Altars "", ""in "", ""der "", ""K\u00f6lner "", ""Malerei "", ""steht "", ""au\u00dfer "", ""Frage"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""O""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[""au\u00dfer Frage""]",german
Oder sollten sie gezielt K. im Auge behalten?,"[""Oder "", ""sollten "", ""sie "", ""gezielt "", ""K. "", ""im "", ""Auge "", ""behalten"", ""?""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""O""]","[0, 0, 0, 0, 0, 1, 2, 2, 0]","[""im Auge behalten""]",german
"Ab 1960 standen rund um die Uhr zwei mit taktischen Atomwaffen beladene Canberra in Alarmbereitschaft, die innerhalb von 15 Minuten startklar waren.","[""Ab "", ""1960 "", ""standen "", ""rund "", ""um "", ""die "", ""Uhr "", ""zwei "", ""mit "", ""taktischen "", ""Atomwaffen "", ""beladene "", ""Canberra "", ""in "", ""Alarmbereitschaft"", "", "", ""die "", ""innerhalb "", ""von "", ""15 "", ""Minuten "", ""startklar "", ""waren"", "".""]","[""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[""rund um die Uhr""]",german
"Es folgten Jahre mit „normaler“ Instrumentierung, ab und zu unterstützt von Geige oder Saxophon.","[""Es "", ""folgten "", ""Jahre "", ""mit "", ""\u201e"", ""normaler"", ""\u201c "", ""Instrumentierung"", "", "", ""ab "", ""und "", ""zu "", ""unterst\u00fctzt "", ""von "", ""Geige "", ""oder "", ""Saxophon"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0]","[""ab und zu""]",german
"Er führte einige Neuerungen und Verbesserungen ein, die zum Teil auch bei dieser Amphora zum Tragen kommen.","[""Er "", ""f\u00fchrte "", ""einige "", ""Neuerungen "", ""und "", ""Verbesserungen "", ""ein"", "", "", ""die "", ""zum "", ""Teil "", ""auch "", ""bei "", ""dieser "", ""Amphora "", ""zum "", ""Tragen "", ""kommen"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-IDIOM"", ""I-IDIOM"", ""I-IDIOM"", ""O""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0]","[""zum Tragen kommen""]",german
